2026-04-26 21:36:12,273 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:36:12,285 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:36:12,285 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:36:12,286 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:37:12,287 | INFO | __main__ | Cycle started
2026-04-26 21:37:12,793 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:37:12,795 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:37:12,795 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:37:13,187 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:37:13,411 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:37:13,598 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:37:13,716 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:37:13,815 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:37:13,815 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:37:13,815 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:37:13,816 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:38:13,816 | INFO | __main__ | Cycle started
2026-04-26 21:38:14,199 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:38:14,207 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:38:14,208 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:38:14,466 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:38:14,558 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:38:14,661 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:38:14,746 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:38:14,819 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:38:14,829 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:38:14,829 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:38:14,830 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:39:14,830 | INFO | __main__ | Cycle started
2026-04-26 21:39:15,229 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:39:15,240 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:39:15,240 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:39:15,497 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:39:15,579 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
